"Marital status","Application mode","Application order","Course","Daytime/evening attendance","Previous qualification","Previous qualification grade","Nationality","Mother's qualification","Father's qualification","Admission grade","Displaced","Educational special needs","Debtor","Gender","Scholarship holder","Age at enrollment","International","Semester 1 enrolled units","Semester 1 approved units","Semester 1 grade","Semester 2 enrolled units","Semester 2 approved units","Semester 2 grade","Unemployment rate","Inflation rate","GDP","Target"
"not single","Other","2nd choice","Agronomy","daytime","overqualified",140,"Portuguese","Basic education","Basic education",140,"no","no","no","Male","no",37,"no",6,1,12,6,2,10.5,0.162,0.003,-0.0092,"Dropout"
"single","Over 23 years old","2nd choice","Informatics Engineering","daytime","qualified",138.7,"Portuguese","Secondary education and above","Basic education",111.3,"no","no","no","Male","no",27,"no",6,3,12,6,2,11,0.139,-0.003,0.0079,"Dropout"
"single","General contingent","2nd choice","Journalism and Communication","daytime","qualified",131,"Portuguese","Basic education","Secondary education and above",131,"yes","no","no","Male","yes",18,"no",6,6,12.7142857142857,6,5,11.8333333333333,0.139,-0.003,0.0079,"Graduate"
"single","General contingent","2nd choice","Nursing","daytime","qualified",149,"Portuguese","Basic education","Basic education",139.5,"no","no","no","Male","yes",18,"no",8,8,15.3,8,8,15.3,0.094,-0.008,-0.0312,"Graduate"
"not single","Over 23 years old","not 2nd choice","Agronomy","daytime","underqualified",133.1,"Portuguese","Basic education","Basic education",110,"no","no","no","Male","no",32,"no",8,2,11.5,7,0,0,0.155,0.028,-0.0406,"Dropout"
"single","Other","2nd choice","Informatics Engineering","daytime","overqualified",130,"Portuguese","Secondary education and above","Basic education",130,"no","no","no","Male","no",20,"no",5,1,13,5,3,12.6,0.124,0.005,0.0179,"Enrolled"
"single","Other","2nd choice","Agronomy","daytime","qualified",120,"Portuguese","Secondary education and above","Secondary education and above",115,"no","no","no","Male","no",22,"no",6,0,0,6,0,0,0.162,0.003,-0.0092,"Dropout"
"not single","Over 23 years old","2nd choice","Nursing","daytime","qualified",133.1,"Portuguese","Secondary education and above","Basic education",154.3,"no","no","no","Female","no",32,"no",7,0,0,8,0,0,0.124,0.005,0.0179,"Dropout"
"single","General contingent","2nd choice","Management","daytime","qualified",143,"Portuguese","Secondary education and above","Basic education",135,"yes","no","no","Female","no",21,"no",5,4,11,5,5,12,0.076,0.026,0.0032,"Enrolled"
"single","General contingent","not 2nd choice","Advertising and Marketing Management","daytime","qualified",126,"Portuguese","Secondary education and above","Secondary education and above",115.2,"no","no","no","Female","no",19,"no",6,3,12.6666666666667,6,5,13.125,0.108,0.014,0.0174,"Dropout"
"single","General contingent","2nd choice","Journalism and Communication","daytime","qualified",125,"Portuguese","Basic education","Secondary education and above",130.6,"yes","no","no","Female","yes",18,"no",6,6,13.5,6,6,14,0.089,0.014,0.0351,"Graduate"
"single","General contingent","not 2nd choice","Management","daytime","qualified",123,"Portuguese","Secondary education and above","Secondary education and above",117.4,"yes","no","no","Female","yes",18,"no",5,5,12,5,5,11.4,0.089,0.014,0.0351,"Graduate"
"single","Other","2nd choice","Management","daytime","overqualified",150,"Portuguese","Secondary education and above","Basic education",150,"yes","no","yes","Female","no",38,"no",5,0,0,5,0,0,0.155,0.028,-0.0406,"Dropout"
"single","General contingent","not 2nd choice","Basic Education","daytime","qualified",132,"Portuguese","Other","Other",131.3,"yes","no","no","Female","no",21,"no",6,5,11.8,6,4,10.5,0.076,0.026,0.0032,"Dropout"
"single","General contingent","2nd choice","Social Service","daytime","qualified",133,"Portuguese","Other","Basic education",120.4,"no","no","no","Female","no",21,"no",6,2,11.5,6,1,13,0.094,-0.008,-0.0312,"Dropout"
"single","General contingent","2nd choice","Management (evening attendance)","evening","qualified",122,"Portuguese","Basic education","Basic education",113.6,"no","no","no","Male","no",26,"no",5,2,11.5,5,3,12,0.076,0.026,0.0032,"Enrolled"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",137,"Portuguese","Basic education","Basic education",125,"yes","no","no","Female","no",19,"no",7,6,14.6166666666667,7,6,14.6166666666667,0.076,0.026,0.0032,"Graduate"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",145,"Portuguese","Basic education","Basic education",132.3,"yes","no","no","Female","yes",19,"no",8,7,14.06,8,7,14.06,0.108,0.014,0.0174,"Enrolled"
"single","General contingent","2nd choice","Tourism","daytime","qualified",150,"Portuguese","Secondary education and above","Secondary education and above",142.7,"no","no","yes","Female","no",18,"no",6,4,11,6,3,11.3333333333333,0.076,0.026,0.0032,"Dropout"
"single","Other","2nd choice","Management","daytime","overqualified",130,"Portuguese","Basic education","Basic education",130,"no","no","no","Female","no",25,"no",5,0,0,5,0,0,0.127,0.037,-0.017,"Dropout"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",136,"Portuguese","Basic education","Secondary education and above",120.8,"yes","no","no","Female","no",19,"no",14,7,12.1923076923077,14,7,12.1923076923077,0.076,0.026,0.0032,"Graduate"
"single","General contingent","not 2nd choice","Tourism","daytime","qualified",131,"Portuguese","Secondary education and above","Basic education",130.3,"yes","no","no","Female","yes",18,"no",6,6,12.8333333333333,6,6,12.3333333333333,0.139,-0.003,0.0079,"Graduate"
"single","General contingent","2nd choice","Management","daytime","qualified",130,"Portuguese","Basic education","Basic education",119.9,"no","no","no","Female","yes",19,"no",5,5,12.875,5,5,11.8333333333333,0.139,-0.003,0.0079,"Graduate"
"single","General contingent","2nd choice","Social Service","daytime","qualified",108,"Portuguese","Basic education","Basic education",110.5,"yes","no","no","Female","yes",22,"no",6,6,12.1666666666667,6,6,12.5,0.124,0.005,0.0179,"Graduate"
"single","Other","2nd choice","Agronomy","daytime","overqualified",160,"Portuguese","Basic education","Basic education",160,"yes","no","no","Female","no",21,"no",6,6,13.4285714285714,6,6,12.8571428571429,0.155,0.028,-0.0406,"Graduate"
"single","General contingent","2nd choice","Veterinary Nursing","daytime","qualified",113,"Portuguese","Basic education","Basic education",118.6,"yes","no","no","Female","yes",21,"no",6,6,14.5,6,6,14.6666666666667,0.089,0.014,0.0351,"Graduate"
"single","General contingent","2nd choice","Basic Education","daytime","qualified",113,"Portuguese","Basic education","Basic education",112.3,"no","no","no","Female","yes",20,"no",7,7,12.1428571428571,7,7,12.8571428571429,0.111,0.006,0.0202,"Graduate"
"not single","General contingent","2nd choice","Management","daytime","qualified",137,"Portuguese","Basic education","Basic education",124.4,"no","no","no","Female","no",19,"no",5,4,11.25,5,3,11.7142857142857,0.108,0.014,0.0174,"Enrolled"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",148,"Portuguese","Basic education","Basic education",125,"yes","no","no","Female","no",18,"no",7,6,13.9,7,6,13.9,0.076,0.026,0.0032,"Graduate"
"single","Over 23 years old","2nd choice","Nursing","daytime","qualified",130,"Portuguese","Basic education","Basic education",105.8,"no","no","no","Female","no",26,"no",7,3,13.7666666666667,7,3,12.0666666666667,0.139,-0.003,0.0079,"Dropout"
"single","Other","2nd choice","Management","daytime","overqualified",133.1,"Portuguese","Other","Other",121.5,"yes","no","no","Female","no",31,"no",15,13,11.6153846153846,14,11,12.5454545454545,0.076,0.026,0.0032,"Dropout"
"single","General contingent","2nd choice","Social Service","daytime","qualified",138,"Portuguese","Basic education","Basic education",134.2,"yes","no","no","Female","yes",18,"no",6,6,15.1666666666667,6,6,14.1428571428571,0.111,0.006,0.0202,"Graduate"
"not single","Other","2nd choice","Management","daytime","overqualified",130,"Portuguese","Basic education","Secondary education and above",130,"no","no","no","Female","no",35,"no",5,0,0,5,0,0,0.111,0.006,0.0202,"Dropout"
"single","General contingent","2nd choice","Veterinary Nursing","daytime","qualified",127,"Portuguese","Basic education","Basic education",122.8,"yes","no","no","Female","no",19,"no",5,2,14.5,5,3,11.3333333333333,0.127,0.037,-0.017,"Enrolled"
"single","General contingent","2nd choice","Social Service","daytime","qualified",115,"Portuguese","Basic education","Basic education",108.7,"no","no","no","Female","yes",19,"no",6,5,10.8,6,6,10.7142857142857,0.155,0.028,-0.0406,"Graduate"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",147,"Portuguese","Secondary education and above","Secondary education and above",136.7,"no","no","no","Female","no",18,"no",7,7,13.9957142857143,8,8,14.9555555555556,0.111,0.006,0.0202,"Graduate"
"single","General contingent","2nd choice","Veterinary Nursing","daytime","qualified",132,"Portuguese","Basic education","Basic education",119.1,"no","no","no","Female","no",20,"no",6,6,13.2857142857143,6,6,11.8,0.124,0.005,0.0179,"Graduate"
"single","General contingent","not 2nd choice","Animation and Multimedia Design","daytime","qualified",146,"Portuguese","Secondary education and above","Secondary education and above",151.3,"yes","no","no","Female","yes",19,"no",12,12,12.75,11,11,13.25,0.089,0.014,0.0351,"Graduate"
"single","Other","2nd choice","Social Service","daytime","qualified",109,"Portuguese","Basic education","Basic education",108.3,"no","no","no","Female","yes",21,"no",6,2,10.5,6,5,12.4,0.108,0.014,0.0174,"Enrolled"
"single","General contingent","2nd choice","Basic Education","daytime","qualified",133,"Portuguese","Basic education","Basic education",127.4,"no","no","yes","Female","yes",18,"no",7,7,12.7142857142857,7,7,12.2857142857143,0.162,0.003,-0.0092,"Graduate"
"single","Other","2nd choice","Nursing","daytime","qualified",124,"Portuguese","Basic education","Basic education",124,"no","no","no","Female","no",23,"no",8,8,12.88625,8,8,12.88625,0.094,-0.008,-0.0312,"Graduate"
"single","General contingent","2nd choice","Communication Design","daytime","qualified",133.1,"Portuguese","Secondary education and above","Secondary education and above",155,"no","no","no","Female","yes",21,"no",6,5,13,6,6,12.6666666666667,0.162,0.003,-0.0092,"Graduate"
"single","General contingent","2nd choice","Management","daytime","qualified",121,"Portuguese","Basic education","Basic education",114,"no","no","no","Female","yes",19,"no",5,5,12.2,5,5,11.2,0.111,0.006,0.0202,"Graduate"
"single","General contingent","not 2nd choice","Management","daytime","qualified",129,"Portuguese","Basic education","Basic education",118.9,"yes","no","no","Female","no",19,"no",5,4,12.8,5,3,14.5,0.108,0.014,0.0174,"Enrolled"
"single","Other","2nd choice","Veterinary Nursing","daytime","overqualified",160,"Portuguese","Basic education","Basic education",160,"yes","no","no","Female","no",20,"no",11,11,13.7857142857143,9,9,13.8888888888889,0.089,0.014,0.0351,"Graduate"
"single","Other","2nd choice","Management","daytime","qualified",131,"Portuguese","Secondary education and above","Basic education",126.1,"no","no","no","Female","no",18,"no",5,0,0,5,4,13.25,0.162,0.003,-0.0092,"Enrolled"
"single","General contingent","2nd choice","Nursing","daytime","qualified",150,"Portuguese","Basic education","Basic education",136.5,"yes","no","no","Female","yes",18,"no",8,8,14.50125,8,8,14.50125,0.094,-0.008,-0.0312,"Graduate"
"not single","General contingent","not 2nd choice","Nursing","daytime","qualified",130,"Portuguese","Secondary education and above","Basic education",122.3,"no","no","no","Female","no",19,"no",7,6,14.35,7,6,14.35,0.076,0.026,0.0032,"Graduate"
"single","General contingent","2nd choice","Communication Design","daytime","qualified",133.1,"Portuguese","Basic education","Basic education",128,"no","no","no","Female","yes",21,"no",6,6,11.5,6,6,12.3333333333333,0.094,-0.008,-0.0312,"Graduate"
"single","General contingent","2nd choice","Social Service","daytime","qualified",154,"Portuguese","Basic education","Basic education",156.5,"yes","yes","no","Female","yes",18,"no",6,6,11.7142857142857,6,6,14.6666666666667,0.127,0.037,-0.017,"Graduate"
"single","General contingent","2nd choice","Advertising and Marketing Management","daytime","qualified",126,"Portuguese","Basic education","Basic education",125.7,"no","no","no","Female","no",20,"no",6,6,13.5714285714286,6,5,13.6,0.155,0.028,-0.0406,"Enrolled"
"single","General contingent","2nd choice","Journalism and Communication","daytime","qualified",150,"Portuguese","Basic education","Basic education",143,"no","no","no","Female","no",18,"no",6,5,13,6,6,13.6666666666667,0.127,0.037,-0.017,"Graduate"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",141,"Portuguese","Basic education","Basic education",131.9,"yes","no","no","Female","yes",18,"no",7,7,13.56875,8,8,14.02625,0.155,0.028,-0.0406,"Graduate"
"not single","Other","2nd choice","Management (evening attendance)","evening","qualified",134,"Portuguese","Basic education","Basic education",113.7,"no","no","no","Female","no",32,"no",5,5,10.2,5,4,11.25,0.094,-0.008,-0.0312,"Enrolled"
"single","General contingent","not 2nd choice","Animation and Multimedia Design","daytime","qualified",146,"Portuguese","Secondary education and above","Secondary education and above",155.1,"yes","no","no","Female","no",18,"no",0,0,0,0,0,0,0.139,-0.003,0.0079,"Graduate"
"single","Other","not 2nd choice","Basic Education","daytime","qualified",134,"Portuguese","Basic education","Basic education",121.1,"yes","no","no","Female","no",19,"no",6,5,12.2,6,5,11.8,0.108,0.014,0.0174,"Enrolled"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",139,"Portuguese","Secondary education and above","Basic education",130.3,"yes","no","no","Female","yes",18,"no",8,8,14.15375,8,8,14.15375,0.094,-0.008,-0.0312,"Graduate"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",136,"Portuguese","Secondary education and above","Secondary education and above",123.3,"no","no","no","Female","no",18,"no",8,0,0,8,0,0,0.094,-0.008,-0.0312,"Dropout"
"single","General contingent","not 2nd choice","Journalism and Communication","daytime","qualified",110,"Portuguese","Basic education","Basic education",117.4,"yes","no","no","Female","no",20,"no",6,6,13.8333333333333,6,6,12.8333333333333,0.111,0.006,0.0202,"Graduate"
"single","Other","2nd choice","Advertising and Marketing Management","daytime","qualified",135,"Portuguese","Secondary education and above","Basic education",140.3,"yes","no","no","Female","no",19,"no",6,6,13.4285714285714,6,4,14,0.124,0.005,0.0179,"Enrolled"
